2951	13498	22761	12082	16528
21406	6019	8011	11120	5886
21831	22818	15040	16890	13609
11621	4125	19504	4280	4487
16939	1875	1984	3503	16835
24739	2246	6534	7589	15391
11841	14018	18675	11070	7475
19217	17943	19756	13970	1020
20975	4002	5279	10344	9142
4489	7038	15198	9060	20790
11463	19834	23879	13800	16556
22375	5166	19048	2617	5896
20634	8181	14695	10189	4277
2478	3331	24050	1052	22603
4561	3378	4192	18147	5642
10975	1876	18366	21842	9138
6431	4353	13666	18254	6483
14468	6315	9914	2834	16319
1365	2284	708	20389	1273
7235	15113	16530	5555	2706
10973	8303	6315	20604	12307
15611	20829	15320	8314	7503
18015	12997	2778	11937	16411
6806	23389	1018	13612	9836
16874	24371	20648	10019	8068
23684	24833	3026	6266	15375
21414	11758	1875	9457	13126
1218	23254	4478	13714	10011
4908	1184	21758	19436	4142
16015	9838	20895	11581	14191
10827	6751	22776	6638	9299
14360	20284	14256	9820	10359
15883	22460	21944	12887	644
330	10771	21799	12340	12166
17158	540	347	7905	18617
20624	9804	3205	18514	4852
19198	20870	1901	7025	8907
9046	4592	15500	15174	20697
22832	13560	1210	6288	21016
231	21376	23488	9024	1576
10892	24565	24275	23713	23075
24429	5108	8080	11363	11954
17400	24380	24122	8170	6445
14924	3795	21679	2056	3828
19605	10204	20382	12243	19383
21481	2349	12850	22997	14175
13394	281	6436	24930	5750
6677	12904	22625	5670	10749
8650	4714	19656	16955	10217
6896	14254	3820	17948	3577
11879	14773	6521	20134	22816
23918	2795	3734	23031	24439
2911	7532	13311	8721	24596
23572	7917	21746	4754	15619
5302	22037	3256	6031	9466
18874	16097	11690	4240	18552
15913	1955	9772	21518	19087
6310	1679	12849	14946	4161
3970	12726	14319	24265	17455
10502	23485	15942	8357	20040
11386	22049	21571	22860	12351
10987	24843	16400	23745	9846
4384	17485	7163	9403	19731
4694	19502	12159	9869	17018
14851	24117	111	2213	963
8088	23854	6615	22733	3979
15542	7991	15613	12227	3587
13744	16699	14500	2782	21069
24585	4878	3118	16306	20441
16734	10083	23723	5130	5847
8562	7825	10663	13374	6438
4815	14367	15506	3984	7811
13173	16711	24218	1019	18266
22156	23003	1074	11778	9284
21269	23781	20139	177	18815
9309	19015	9317	9062	18130
19402	9276	16893	14217	21041
24228	4054	10990	12433	21357
23973	22306	1964	17434	405
21028	12110	11489	11603	19752
4029	7204	20180	21143	24374
3252	3195	15447	11892	23184
20045	16214	6546	23920	19707
13356	12055	3051	13137	24115
9930	802	10836	3237	17079
24053	3526	14631	17500	15959
8361	2763	10443	15718	8324
16724	2579	22078	22694	3491
2508	14718	6609	12664	2906
22532	20969	20128	5369	16732
11099	17616	16328	8166	180
4248	20091	5541	7130	8086
18272	9454	10024	10505	5647
15450	9910	13154	7422	24984
13159	11599	19252	4131	9084
890	9508	9219	17656	24096
17128	21423	20938	1037	6743
8747	23642	4680	23045	10079
12637	10364	17541	15237	21576
11521	8309	17286	6865	11208
2466	8528	15936	9692	3836
20974	1760	3303	22940	1605
12692	4531	14050	18840	18393
19134	5382	2863	18114	3486
4018	15577	8634	10182	7098
12794	11445	9714	21820	17693
20307	7429	3388	7547	14497
10329	7800	12775	6717	13081
6106	772	20157	23965	23203
4771	15447	3175	22935	7302
18559	4133	19166	14225	9714
11204	23219	13479	17845	15356
17661	11137	18390	12132	12801
19699	22794	4343	19853	5203
18270	16717	20853	12351	18995
11613	16929	5358	16853	2418
9694	19060	15580	11147	13881
18189	1830	8640	3285	4213
7319	2216	16389	5106	6439
13688	2248	20211	11431	21540
24840	14950	18823	18964	23448
7066	15028	7859	23694	15332
13072	809	24453	13170	16988
16642	13982	18341	22777	16536
17919	14138	15306	21928	24055
14648	23364	11373	8156	2342
11176	19902	18512	13095	13290
2732	16464	11800	7683	23624
22646	1086	4448	9236	9545
2118	22451	10068	20581	20090
20592	2438	9311	16531	22213
14147	2615	5954	1066	12711
947	3238	1614	5681	23994
11213	24647	7207	14299	15876
10408	4006	3789	18114	3164
4469	10534	14942	7233	4748
24841	6173	14198	18423	19896
13639	690	12001	13739	4314
9280	13661	1909	3675	703
13877	15772	24349	21798	13489
6908	21222	6568	15759	22897
8535	3640	21071	904	15129
15361	16220	23401	14158	16956
18229	5878	4885	12120	2936
12042	8802	5761	11112	24810
3109	13329	6991	16309	1388
18952	14759	14105	20583	8218
10895	4384	16965	4179	13939
618	4128	118	1831	23474
7020	22189	2255	19661	23681
1540	4448	17211	23029	20912
10071	6269	11191	1921	7539
928	2555	9765	3922	20634
19152	24786	5330	15233	15528
5578	5100	11165	21020	20057
11943	19911	13748	13324	9170
9264	9265	24446	12971	11518
10017	5366	21005	1818	18680
11316	10859	19239	4911	3364
9572	14908	3900	10631	11577
17866	4438	3304	6534	22184
16174	20577	18785	18069	22708
933	16751	18663	1842	6359
9854	24826	14367	8576	15637
7350	5598	11267	17019	11819
7663	3956	1657	12156	23177
6	22017	2670	7091	5997
5345	7621	22003	24413	10934
15216	23940	16996	7992	12997
19379	24026	14438	10563	7524
22830	24692	20910	5863	17605
24869	1568	5208	18941	21563
7323	5228	3015	19056	3779
21237	4145	1688	17101	9807
24065	4050	8552	10024	5670
12501	18277	2199	12085	22026
21577	7804	1529	19553	22120
8961	18197	4538	15708	3980
3648	11196	13867	21200	8319
24078	16388	22968	12342	2367
16925	21211	23665	13725	3095
20446	7826	1404	11696	19536
417	818	16524	21895	5853
5977	8402	310	1428	1148
17089	1590	481	11313	1278
551	12226	13524	4620	24531
18426	21135	23600	24067	17255
14879	10818	284	19422	20919
6465	9536	13907	24165	20594
17307	1383	3328	6056	10180
8554	17400	12027	15036	3237
16534	24231	2994	5221	19300
24458	16099	15264	10937	15625
14618	23780	21379	23750	1704
13404	22174	9257	14823	23010
19803	8400	14269	1836	22873
5889	21713	14409	15901	12588
21455	1089	10773	16947	7196
10704	3234	4090	7355	24400
1016	17522	23771	18369	20562
698	19487	23248	5580	19418
21026	4458	8701	10774	20387
7474	11588	9262	9186	888
10034	309	18423	4539	13830
1111	5976	12894	3910	13346
24899	9395	10028	14807	17046
15712	18577	1478	16351	2250
22658	21820	23348	1762	15432
17714	14791	20876	10899	19727
2276	14941	16111	9584	15131
5883	9546	14411	12331	2351
5281	19991	4616	21224	3523
21506	18636	18206	3774	7084
6200	20817	17997	2053	23506
11136	9842	9870	19274	7141
6020	4615	4839	17267	17656
17773	13886	10974	3461	12869
13540	5811	13220	18136	12607
20087	16878	2657	3699	14905
16672	14482	1258	13102	16880
9646	22174	16426	11114	5712
6328	19183	7431	671	6083
23267	19730	12528	10736	11342
67	17366	6877	20689	17228
10285	18990	17594	24601	10819
2826	5067	17575	678	18482
9671	11471	20292	3631	21490
20540	1387	15076	3992	18082
277	15393	16639	23607	225
13753	375	20311	1034	7482
438	17906	18928	4471	20119
3398	1338	14792	19331	15297
20018	8938	21968	4621	15723
3427	10059	13747	567	4501
1635	4352	5505	4155	16091
17180	6086	7905	5264	20514
19479	17315	16156	18875	13492
23787	4792	9296	11293	6373
15127	18631	18770	17499	12869
4916	24897	7510	5387	743
4782	14949	5226	4959	461
2022	22679	1827	34	13058
15684	3854	9200	8019	1961
14252	24151	3060	22828	3955
11111	8634	15945	41	23782
14611	11047	14889	12787	9159
10459	15537	8586	9664	21255
6966	7873	393	21362	16600
18345	2564	9398	13663	12232
5132	7734	12178	3222	634
17844	20338	4418	16110	16146
5092	24251	3439	24205	5200
14442	483	17416	14842	18753
17396	20329	6272	24293	10727
3956	900	21073	1042	23592
20151	23167	8765	22254	15376
10380	22951	5881	9745	14248
11835	14954	16926	22890	14362
9553	5294	16304	6072	5710
12269	12168	12482	14126	23583
1720	13266	23163	14671	3920
11889	16630	9115	17811	11390
13313	2883	2914	24752	8579
1033	11390	11411	23109	24145
21171	2805	17822	5118	3020
2965	16247	14823	3768	17065
12378	24685	1215	16931	22689
11403	24634	13184	23322	1763
12926	1701	21893	13023	8042
5007	1598	23820	7737	11456
23796	5923	6519	9737	7328
11158	16596	13251	568	3871
7081	6110	11011	16891	24021
14838	11840	23136	16629	1887
19086	15521	19371	4153	18138
12199	17430	19194	21789	11478
22904	19198	7078	23128	24892
3111	6400	1820	14064	14557
8645	13734	24525	18755	22517
18352	1974	14986	8408	20759
3252	22998	2987	4046	16010
7636	2081	11558	5663	23581
14644	17882	21868	21538	23930
18022	8840	20075	8801	1551
20593	8665	13981	6577	2488
1516	20857	15698	20266	667
22386	11164	665	5989	19115
2709	7387	24689	7735	6264
17519	1600	1472	4608	9811
8081	10581	1369	19612	5883
48	11708	23574	11982	16371
22477	8901	10817	18306	12775
18706	18384	23670	10256	17792
18675	9270	5724	14860	18667
3029	6484	7679	20193	21286
20573	2198	494	12839	9600
16076	1275	14108	23765	20993
10394	12224	19422	4921	21891
21722	6423	18075	21468	11822
19372	8454	24861	447	17722
14731	11073	1017	9621	6788
14972	11413	16173	918	3266
1741	21512	19738	10151	22526
16708	412	24029	1979	4572
16049	17763	20961	2698	2605
2183	1150	13224	16869	22494
2815	15333	16926	15430	21442
1227	4469	12444	535	14936
12732	20764	997	5178	24117
15691	10053	13347	24635	13191
4147	13266	7112	22154	22220
2758	16312	7704	24437	7854
4437	3609	403	12212	9332
14928	9881	5701	14325	9951
23189	12007	1511	9992	3778
21058	2825	7529	3546	12143
17659	22409	22749	20192	21107
9348	23023	14026	9431	14042
7450	21164	16819	14315	17010
2142	17623	23496	6098	1165
11029	1714	575	5837	11800
4855	18491	8615	18826	5824
1053	24607	5613	3429	18552
14452	22210	21952	16413	2286
8699	21737	23022	6079	3806
17595	19884	12770	22019	13666
13063	18557	22726	15104	13077
12132	4525	6764	1650	3710
14022	19658	24505	24699	13104
13490	15667	11689	22956	16456
13273	23376	8030	4581	12512
8244	16782	12593	6464	9552
19269	19096	6859	15406	16078
3868	3381	5075	1787	3078
15561	9489	16011	9449	24568
11980	14143	12757	10329	7022
23634	9996	5147	16305	5016
14952	18999	6626	10497	16730
15569	16150	10418	23636	24126
7023	21943	21925	15204	17573
24291	1471	13726	2092	5081
19658	632	7320	21101	9860
17972	6142	14446	9438	5368
18890	21219	17804	18401	10074
17170	21718	5674	368	24138
24604	14905	23898	18888	10983
16617	17769	24553	5554	15292
18328	11058	21611	8512	8745
13726	9462	11383	3315	21516
21952	3731	6496	13299	19616
8718	22241	22863	20350	19668
13560	22060	16187	19150	12013
5545	14494	14126	18265	19404
24946	1471	13386	6245	13865
11250	4740	23321	19864	4525
991	7889	10496	7834	11936
11669	12166	22134	15789	3049
18507	7221	14424	12955	19445
14042	6532	4181	11858	19870
10932	11335	18071	15812	14391
13560	18594	20791	4928	6806
20713	24022	19150	12058	14647
10572	10054	16890	11811	21420
21011	23832	8366	951	794
710	7077	6681	15946	1801
6747	19124	21682	17424	1601
2334	5508	13435	10938	15885
5363	2310	18196	1492	20079
60	20959	8956	12477	4097
14209	9872	24906	8077	22855
13825	17916	15600	14228	19447
2715	6890	11746	20507	19198
6510	5616	18021	10634	21921
19996	1242	13377	15211	18007
15907	8584	9587	7393	22793
20906	22966	21976	22698	10031
840	19537	1843	12020	543
13143	7582	15754	17129	21376
7192	6277	14299	6239	2947
654	8333	6210	23430	5340
6368	11576	20085	9277	21797
1075	1755	13045	5985	23566
23441	6166	21424	2	9296
3955	3280	11418	1604	4759
19744	15128	15882	7927	21784
1434	8382	4234	15381	2957
11976	5343	22244	3182	20655
11249	5850	20120	4224	1867
166	4932	20693	20623	5731
15817	20612	10005	22258	23014
10096	359	7274	3969	14899
20693	24761	22907	1902	16979
10617	3605	8084	5879	1479
7356	3888	3730	10151	19171
8738	9955	15949	12277	15489
2846	15894	10743	16107	7799
23571	16421	692	3381	10953
21778	19844	17708	5550	7967
17410	2998	7908	5460	3945
11236	10173	457	2137	14901
20156	23232	21677	10641	19957
7017	15379	16765	24089	7840
12534	20945	20601	7214	17896
9838	4139	16162	4108	15629
1273	14131	6611	20525	19009
1838	15261	21708	7844	18603
19259	19010	11663	21625	24625
3752	4605	212	18015	20672
14925	13255	21156	22230	17193
11807	8717	4951	22449	6883
3328	18295	1578	6186	581
4015	389	5782	7542	1649
22805	22168	22478	9790	20968
22041	12184	9470	3678	5530
20668	2245	12334	8565	15842
24501	18899	15338	1565	15142
23596	4219	6588	24885	21856
3652	21699	8838	19745	7463
21786	9431	2079	3379	3707
24388	619	16828	9675	18894
18800	14939	24811	125	18672
23490	11793	8080	12631	799
22784	18120	24500	9670	20802
20776	651	22347	18167	22503
5810	19974	2777	15605	3870
4015	15045	8930	5692	9866
1327	21019	14046	5614	2215
503	21969	17883	823	9890
20842	19786	23294	13615	7269
16632	248	11534	12615	24969
10933	14107	3026	13917	18170
4540	2408	11184	11695	3741
23993	13842	11596	16853	4983
16330	13593	21694	1662	10811
19902	2857	2737	9918	8750
20146	12653	5096	16335	3272
18064	21456	3269	8660	513
5886	20746	11333	4700	22131
24914	17287	990	2175	20592
24389	11543	6776	1747	1624
8879	18859	4836	18674	16743
3465	21669	6158	3610	13967
16168	1989	10903	11088	1369
1901	12075	22038	6282	15730
23401	20125	15047	7870	3950
1149	8307	1780	16334	3117
16003	309	22272	15554	24902
21887	10298	11456	2310	6681
238	7288	3981	22288	20866
15330	9696	18897	7756	22109
7341	6762	7003	5661	618
6976	19856	1469	17126	10219
21570	13965	19741	10518	22028
17906	10634	12657	3192	14770
10684	9157	4699	5801	4909
19006	16786	16306	13648	18110
12737	6630	5135	722	24791
16604	2085	15967	20189	656
9488	4868	3555	5446	11942
3451	21813	1590	16804	4615
11632	22095	13104	7661	1140
17354	6703	12746	5821	22522
19366	13241	9110	8300	22794
8934	21783	4665	8633	6956
5282	9739	18049	21861	21066
13754	13843	2895	6035	19082
12132	23958	16670	17197	10691
22658	18510	21808	18549	18794
21380	10626	17682	15163	1199
18035	11361	175	1172	12971
1538	8208	18161	1797	265
24879	10796	20665	20998	24078
2599	16193	9600	22079	14409
11075	6293	13510	19038	17195
8646	21090	5518	12487	21118
18537	19491	19083	16490	831
1270	903	19251	5708	6713
23349	7720	10566	8790	13611
16903	9880	6849	9083	22604
17355	1000	13683	5558	13100
22243	8687	2591	9066	7177
8669	19545	14871	6859	2892
16065	23756	9474	11635	19893
13711	5757	19168	924	11455
7015	5129	18235	17048	1813
14894	22535	16272	1962	14378
16240	12396	23316	24044	998
15180	23783	4874	13956	9010
16561	3472	3158	3563	4420
17927	16612	24715	7077	18967
21500	12274	12235	15123	19944
16148	10702	24834	14830	20596
23411	10627	12252	2656	18335
1273	10529	13566	14845	2759
9547	22465	7929	19352	19005
16041	12289	18784	15439	13879
12916	22015	696	7448	3169
24871	23799	9505	20080	2929
15881	23208	10241	16438	22666
2211	12731	17222	2399	13320
11085	24425	40	15846	691
10554	21033	14217	24963	4611
11687	4962	7668	13786	4167
24909	19024	4657	7640	17413
395	6332	13390	19094	19761
21781	20933	9275	4666	1103
11515	8851	1067	14556	3277
17558	11317	256	10068	12616
3781	24062	10286	9424	18062
8955	2168	10694	12571	4354
3126	3563	15891	410	246
16800	7157	5390	5970	4242
2487	10145	10451	16161	1596
4834	18153	19431	6348	1757
20848	7566	22536	12480	19566
23223	4786	23606	11681	21983
2532	8365	24873	10132	5750
9075	4711	1980	21371	1832
15722	19385	9234	20610	12048
3750	19091	16509	7849	20341
4099	3782	7209	19575	1858
17284	21113	15824	15150	19989
16107	15994	15216	17951	10099
5791	10313	4738	16784	24244
10933	11388	18688	6336	18563
10580	21565	7690	24852	186
9894	58	5140	19343	14117
5040	7966	3764	6747	15139
14705	9807	13571	15849	9851
20932	10181	18831	1488	15508
1220	15190	19203	17701	18534
13367	20536	24042	4628	13707
6794	2296	19295	20405	10983
405	4782	11977	4632	12953
17550	2831	14237	19939	12531
6348	15015	2014	8408	24961
12265	11391	23876	16774	6395
5337	20963	16988	14900	23269
24092	17057	10046	6309	13736
22364	18750	15945	19281	2512
4387	12176	7637	23	16513
24744	15583	5090	24082	9192
20282	20704	1540	7869	13998
24876	1611	24641	16196	8947
9321	12213	20073	22006	4480
23650	20402	23572	1224	9698
5474	12180	11769	12274	16112
23660	16388	15880	15524	24877
15355	14515	12399	3890	18705
10752	20340	9769	15035	6452
2925	6297	13579	19326	14853
22455	12775	24658	18372	20435
18494	23607	7431	16361	17295
17585	17202	10199	18880	8661
21173	5804	715	24950	5379
5959	18575	10362	23908	11211
7627	14046	2941	11460	20500
10488	18833	18772	18197	7399
2815	11041	339	24114	10234
23822	17906	24924	10888	4060
1001	22148	23877	17158	18336
14515	12702	11156	7820	11002
12408	12422	24826	19095	3389
16960	1008	2107	1900	18776
7938	7650	10087	16715	1016
1031	7710	6531	23801	35
3892	4673	20299	11638	17330
3611	13921	2366	12857	16468
23866	19867	14518	756	12113
8508	12046	1009	22732	12763
19403	24895	19765	4194	3502
19986	15680	24405	10733	2018
24458	13942	3591	19727	12767
4145	375	17806	9201	16648
21834	860	19711	6932	11102
5017	16452	8058	5003	19028
7264	9388	3768	13331	20973
24374	18432	22791	144	1715
10318	16892	7767	23760	9718
2393	3810	6305	14844	1259
6150	20509	8449	5787	7795
19013	9367	8634	16991	24361
1103	2981	11985	7897	15279
22646	18787	4265	24097	14082
15474	1021	12482	1864	9461
19806	7770	7182	22666	16710
11080	19944	10177	17505	1599
21738	831	11765	17686	24182
11024	8851	13529	6776	1960
796	19191	18751	10139	4108
17460	10665	10425	19973	17711
10088	15475	20933	444	1138
1090	1051	20718	15035	7282
9475	13736	17996	5758	19493
913	8225	1658	10766	5533
17507	5997	14100	1971	7976
8315	5872	9888	18810	4398
11539	5503	16662	9036	157
16796	12740	20113	9609	23889
19149	2618	24416	16883	17406
23858	10598	11011	1016	10122
6932	1807	13440	24908	20816
24914	20647	10552	14514	17978
6645	12224	18555	6663	3266
9885	21406	22208	24389	2405
795	12551	21825	23300	7079
24615	12012	332	19699	22436
21274	11648	14560	9439	20928
15640	1246	14759	22560	15531
21877	8765	22361	8985	19225
7682	17063	12106	8588	24502
16448	13028	10380	19166	20261
23842	23467	3568	5681	24444
2685	14919	551	4119	7924
14807	19240	12407	15057	9466
20132	19349	21527	24725	7199
24199	24315	2368	20338	374
7856	20734	4742	21216	13789
9969	24470	12247	7606	3478
17903	9005	21258	24175	23928
13865	13138	22418	17437	17043
4872	17663	22013	4248	22953
19045	2919	959	3426	7399
16354	12770	19077	4850	1977
597	10290	3454	14477	10510
4868	1078	13326	3537	22627
15372	22992	24182	14087	14923
10648	6238	18004	22086	2344
4399	15255	7178	887	9909
5840	14491	1291	10243	20228
14511	4494	4285	16955	16069
3351	6111	7871	10972	15570
13941	3982	3	20448	367
14439	2760	827	19454	2637
6406	15514	13228	12108	10833
22398	10864	4706	20825	17112
5971	17923	23440	15979	20462
17165	17716	799	17967	2092
18187	9751	1515	23838	4260
3337	23958	18148	13504	22344
17766	14915	22070	17376	8866
7582	8464	8832	23726	20257
24862	15806	17944	12850	15770
24724	9516	19161	8005	9624
2956	14391	3654	15031	17745
1626	18250	18251	814	6293
18599	7243	11194	13923	4496
13982	10670	11634	3696	1291
3334	22803	13764	21642	16156
10443	20259	1699	13528	843
2590	15786	4553	8442	248
9356	5591	13457	1078	22350
1246	3928	7470	15291	12321
4303	18812	4558	4325	11087
13345	7961	19155	12442	19335
8227	12156	5691	22208	13808
21016	12291	15482	8591	23333
6870	17703	1510	9134	22886
17481	15767	19033	15426	13490
2265	1178	9911	1687	8631
15443	5018	23628	8978	20911
1202	16021	21709	3433	9278
24840	12921	8748	23671	5061
24480	22924	6810	2823	1511
22325	11110	6436	2159	11254
14750	5081	11199	10856	3779
14249	2386	2254	11675	4847
5771	24990	14540	4597	8768
2227	9354	22427	19403	3989
15611	20110	5047	5131	2138
8219	2256	24820	19560	1144
3372	22122	1545	1675	1068
16381	18251	23696	22536	4721
21568	3100	19485	9964	6006
22117	5315	12464	364	2229
14927	15117	8335	18181	7163
8766	23919	15720	9454	15165
20313	3907	11556	21812	9875
21462	2474	1917	23514	23106
3982	17849	8219	24407	13749
11918	20587	1180	43	17408
2310	22671	19773	24910	24857
24367	14901	697	18773	10851
2975	3140	13776	16593	10902
6944	3902	15539	6185	14508
9470	12557	16271	18545	23562
23890	5825	13086	24900	17725
12431	9482	4129	5559	981
24828	13078	9349	417	18406
16803	20956	22223	13012	19220
2899	13919	6714	12342	7811
22631	453	18680	139	19121
13168	8728	9791	5758	20670
7589	20308	21842	9033	18719
6651	4021	17953	22138	2381
4620	8633	12091	14708	2939
574	1506	11812	12457	2302
4707	24712	15700	179	10003
23762	3769	22634	19460	676
3252	372	14919	5649	15965
10197	9487	4545	22308	18518
18670	16021	8719	18538	5631
12890	9088	6913	24185	10176
11780	14404	6623	20739	22224
12619	13970	5201	21247	19376
7555	8086	9077	3985	1143
9850	3229	336	3266	20867
19901	10511	21291	14193	12107
22754	4511	19687	22977	22831
980	24793	7673	16638	6697
5039	22417	15078	15119	7227
547	7173	11665	14398	23586
15705	4620	13399	12178	8912
18832	3641	1554	21379	14846
13186	12954	17537	1777	19064
23366	2049	17533	9635	4520
23101	23533	5618	7087	18850
22704	14547	18123	2673	13853
980	10729	4944	24810	3446
11280	5674	16209	18754	5925
22189	18406	9441	9153	2691
5375	4348	18522	4700	10168
7992	14145	22006	12795	20787
11472	12555	758	18191	5839
12023	10927	289	10863	17824
6341	13031	19244	4500	10089
1025	11114	24705	18461	19307
3200	8046	20181	20607	19254
5356	21199	4701	3976	24768
21267	10517	7832	2816	18775
14642	11624	11016	8512	15729
21151	14888	2100	22111	18549
15123	4650	9883	6676	11759
13525	8674	17263	18355	9883
22202	24087	15489	4203	20574
15243	31	23257	11573	5026
690	3802	14109	1891	6268
24346	23128	5257	8515	6665
2356	18116	6603	12653	9020
11941	15892	5049	5575	16962
10300	15590	1911	20449	17056
7510	9922	17858	12538	4909
13767	20247	23042	8985	23417
953	24799	289	11623	16500
11029	11131	1465	18282	17840
22075	13651	18379	3300	14336
3782	10819	12595	24807	12070
15837	6492	18555	5362	9141
9652	12739	23224	23701	9039
15845	13767	19920	15593	4890
13363	17680	23493	19494	10261
13677	3445	17523	13409	3477
17420	6447	16581	959	7442
19257	388	14045	24510	3792
19431	4461	14529	2403	17363
20088	19185	6400	18013	11191
7724	3655	7956	7325	16652
4690	18053	2713	4290	15973
21435	12195	18407	12762	23464
5504	17472	7252	3733	2364
22811	21124	10343	16075	9009
12515	21512	4479	23088	23819
15881	16317	3086	4544	3592
21113	5581	16886	2804	10119
17738	3046	15105	10225	24277
5628	17185	9124	4129	21122
7382	19505	6311	23074	18787
12201	14836	6596	412	24555
24521	3498	5781	13166	14272
24030	12748	21504	24061	10989
8207	9533	6005	9840	17209
8099	21341	4423	20001	18522
12373	16396	16118	11596	5047
23803	16529	21851	17413	20369
13976	9747	4752	8378	2165
6605	1874	18033	15370	4407
18670	9604	3357	17219	4882
23481	7706	2769	18279	23245
14781	18515	3286	20580	9573
13289	4393	18388	2044	18835
11917	16181	22723	22071	1031
16558	14310	1835	17382	23745
7424	17319	4331	7320	5265
4212	2557	19366	12121	12011
14069	16365	14044	14370	18685
3034	14377	14399	2037	5696
22563	11946	5579	11437	11476
4533	10739	23216	1996	21894
24309	10545	24042	18866	5571
17119	6450	9436	17352	11984
1967	5032	21912	8369	19003
10937	1832	2799	3768	6394
14320	10992	18344	9591	20095
8419	8114	22613	7336	18842
1399	2970	14164	11580	15787
12646	11325	7074	15719	23099
20348	2970	10976	10953	19335
18883	15372	1152	22992	23490
22679	9045	735	9524	3238
22639	22195	8902	13394	6365
15244	610	6311	478	15152
15758	12390	8284	22878	18876
10781	14800	24259	7674	20871
23063	19135	7170	15839	6919
14918	2717	18304	21040	21785
9901	18571	10601	14403	20096
5955	3611	14294	14738	14757
8922	920	20411	4487	17710
12021	11543	14409	14046	15190
16704	6961	19812	11007	17800
21118	3898	13549	9377	20226
17705	11516	17410	19894	864
17000	3482	659	13252	18778
1444	6301	23294	17171	9009
16017	8153	7202	783	13950
12205	20122	11183	15712	752
1991	14463	10658	8841	20081
10295	23025	8390	5773	8859
1098	9207	14573	7744	5570
14248	839	18572	9549	4007
11258	19085	10466	7554	6082
6006	8325	17471	15626	9098
12260	15203	753	5712	10265
12349	17371	22279	10075	15353
5092	15296	6703	4554	13459
17667	19759	14313	5044	1937
10397	9092	19467	1457	17729
1220	23796	8031	18327	19389
10775	12303	4423	407	2869
15258	6526	16876	20352	16311
4224	7722	20295	22729	4711
21314	17592	20850	16296	12547
11186	366	23981	12166	6457
9383	21626	13006	425	11718
3535	14925	16841	18659	22248
22614	8817	10002	17930	16207
1410	14187	11911	1377	15762
3961	16055	5460	3613	2103
6187	23581	8033	17907	17353
23835	17605	17599	23504	18323
2611	2203	9100	8302	5216
23606	13302	14955	22528	11926
15390	2050	17509	12005	5873
14841	6201	19884	1162	8095
881	15596	1802	12443	423
14384	13460	24770	11408	10244
14551	12924	14542	10780	8618
6808	14254	2359	17639	12712
3209	21365	10976	6905	17673
4557	10781	10799	4427	11896
9647	12302	14289	22178	15029
21396	5005	21616	23264	4787
3653	11778	6454	14508	22685
416	8240	8803	8812	23255
15448	6614	2588	22207	2933
9934	19621	14776	17625	14892
12099	8283	19273	3548	23086
834	7684	21987	15289	4419
16678	15481	24697	2642	580
22374	16983	15557	3113	3143
20128	6311	3527	24403	881
21343	7962	16683	22667	22585
196	11168	2257	15577	22939
22934	22614	5470	15389	8245
20984	22447	24397	11474	18806
16709	16415	14239	23170	23300
4003	20441	12522	520	17852
22460	3717	15702	13457	23275
10040	12157	9175	13531	17695
253	4221	2460	24663	21055
14499	9992	7258	10644	11115
7265	36	13780	4970	11136
19659	24932	7499	14712	2061
19944	3852	12889	818	14261
5966	16777	9921	21982	23545
12165	6079	23369	3055	23634
17461	13866	20406	14249	6205
182	18475	17086	21100	17425
24062	19534	11355	12992	19147
